FID,OBJECTID,KEY_ID,VALUE,TYPE,FEATURECOD,FEATUREGUI,EPSCREATET,EPSMODIFYT,PROJECTID,MAPSCALE,SECURITY,UPDATEREGI,UPDATETIME,YEWBH,YEWID,DESCRIPTIO,X,Y
426,661877,965502,3.700000000000000,0,831000,{2D237C04-68F7-45C2-8363-10DE5E00D3BB},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34402.994441700000607,-16472.012685800000327
427,661878,965503,3.700000000000000,0,831000,{9B6FFC9E-12E2-42F0-9FB7-6EEB1A6B928A},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34245.709158999998181,-16539.120726599998306
428,661879,965505,3.900000000000000,0,831000,{E4C72088-B025-449B-9A31-5FDEA68B9428},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34402.544009999997797,-16359.769311899999593
429,661880,965507,3.900000000000000,0,831000,{40F7BF5A-3951-4D9A-AB75-B9272992FEF4},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34092.402554300002521,-16483.386629799999355
430,661881,965510,3.900000000000000,0,831000,{EFCC22B4-EE9C-4A8A-BC96-3CE2912FBA0D},2010/4/7 0:00:00,2012/7/30 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34375.364610999997240,-16272.537249000000884
431,661990,965512,3.800000000000000,0,831000,{0685A9EC-4979-4B1F-BBC1-4313FC411A69},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34089.326241900002060,-16431.658116800001153
432,661991,965513,3.800000000000000,0,831000,{0D11BF3D-F527-4318-95EC-0AE34A9585E3},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34077.597801000003528,-16388.385457299998961
433,661992,965514,3.800000000000000,0,831000,{C101D7A0-7BC8-4FF7-BA3E-CCA215B5006B},2010/4/7 0:00:00,2012/4/18 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34010.484177400001499,-16327.429688700000042
434,661993,965517,3.900000000000000,0,831000,{B6DADFEF-53F5-479E-8B6E-017A9CDC48B9},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34739.608839499996975,-16709.056419199998345
435,661994,965520,3.800000000000000,0,831000,{CF9A857A-9AAB-450F-8C77-CF9D7A503D45},2010/4/7 0:00:00,2012/4/18 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34730.462565299996641,-16296.078922999999122
436,661995,965521,3.700000000000000,0,831000,{67637185-7C20-4CE3-85AC-044ADDD52FAD},2010/4/7 0:00:00,2012/7/30 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34953.470890800002962,-16273.881858400000056
437,661996,965523,3.700000000000000,0,831000,{5573E66E-414A-4DCE-8698-095F36860A3A},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34769.933123299997533,-16336.467188399999941
438,661997,965527,3.800000000000000,0,831000,{D89B47B2-17AD-4EB1-94F8-88D49FE8D8D3},2010/4/7 0:00:00,2012/7/30 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34987.968752300002961,-16394.672683500000858
439,661998,965529,3.800000000000000,0,831000,{65DF645E-68E7-4E66-B4EE-BC8BE5735860},2010/4/7 0:00:00,2012/7/30 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34740.736600399999588,-16470.524907399998483
440,661999,965530,3.800000000000000,0,831000,{D041044D-0410-4499-A51E-CEDFAE9102F4},2010/4/7 0:00:00,2012/7/30 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34793.469960499998706,-16540.342479200000525
441,662000,965531,3.800000000000000,0,831000,{D2AEB903-4BD3-4C46-94EE-4B2BA561275A},2010/4/7 0:00:00,2012/7/30 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34791.350149300000339,-16591.637021800001094
442,662090,965532,3.800000000000000,0,831000,{BB7A3104-656D-4AD2-8782-45E2A4882A35},2010/4/7 0:00:00,2012/7/30 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34919.942717799996899,-16551.634170000001177
443,662091,965533,3.800000000000000,0,831000,{F175FAF0-D982-4605-A026-9C9237274D86},2010/4/7 0:00:00,2012/7/30 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34941.301474799998687,-16587.101719999998750
444,662092,965538,3.800000000000000,0,831000,{38BA2653-1278-4DBE-A702-6644082B28E6},2010/4/7 0:00:00,2012/7/30 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34927.309931299998425,-16170.602182299999185
445,662116,966012,4.100000000000000,0,831000,{7B2E97AF-C9F5-4C9D-A40B-D9B9FF162D0A},2010/4/7 0:00:00,2012/4/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,36505.437354100002267,-17552.063840700000583
446,662117,966013,4.100000000000000,0,831000,{4C43EC20-1027-45DF-AE07-97231BE4428B},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,36053.141661699999531,-17524.679183799999009
447,662118,966015,4.100000000000000,0,831000,{643CC3E3-585C-4908-8C8D-B1FCF49C551B},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,36027.972981999999320,-17421.212802599999122
448,662213,966024,3.900000000000000,0,831000,{0A62F1FD-1E41-4DCA-8BE0-4DD307DAC477},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,36467.602374499998405,-17193.701319100000546
449,662214,966025,3.900000000000000,0,831000,{23AE1368-A770-47BD-919F-85AF64736B39},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,36543.932797000001301,-17241.090882699998474
450,662357,966295,4.200000000000000,0,831000,{A16C85FC-9649-4DD6-B000-B628934F1A14},2010/4/7 0:00:00,2012/6/8 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33529.965560999997251,-17795.767427800001315
451,662360,966304,4.000000000000000,0,831000,{1B82E089-6620-4552-A58B-097A827F0240},2010/4/7 0:00:00,2012/6/8 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33395.207768100000976,-17829.544700800001010
452,662417,966005,4.000000000000000,0,831000,{BC535385-3279-4E52-928B-3D495685A6F1},2010/4/7 0:00:00,2012/5/11 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,36438.556005999998888,-17403.951105000000098
453,662418,966006,4.000000000000000,0,831000,{2057D755-AC68-4B44-85A9-25BE4F5D9B56},2010/4/7 0:00:00,2012/5/11 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,36334.945071499998448,-17310.541399999998248
454,662419,966007,4.000000000000000,0,831000,{E402993D-B671-417C-B0AD-8A6397DD148D},2010/4/7 0:00:00,2012/5/11 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,36319.400055199999770,-17390.954719400000613
455,662420,966008,4.000000000000000,0,831000,{84FEE772-F03E-4856-A28B-FC78F27BA80B},2010/4/7 0:00:00,2012/5/11 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,36231.090322700001707,-17317.277691999999661
456,662421,966009,4.000000000000000,0,831000,{DAA73B1D-D27C-4F1A-97F2-14B2DCD4BA1E},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,36226.943854600001941,-17411.035092999998596
457,662462,966323,3.800000000000000,0,831000,{41B6702E-301C-4370-BE5E-33D471BC3952},2010/4/7 0:00:00,2012/6/8 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33680.332615699997405,-17661.106930199999624
458,663012,965780,3.900000000000000,0,831000,{1559A301-7474-48DB-A6EC-179AEAF89139},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34124.213068099998054,-17578.542286899999453
459,663013,965788,3.900000000000000,0,831000,{C13308CC-73DE-44E7-B9F3-CB65129B351E},2010/4/7 0:00:00,2012/4/17 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34359.439171199999691,-17534.269923200001358
460,663014,965791,3.800000000000000,0,831000,{C338748A-C329-4A2E-BD91-953A998069C3},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34305.336967399998684,-17426.757515099998272
461,663015,965792,4.500000000000000,0,831000,{A1F3D11A-68F9-4A7F-A798-003D4D2174F9},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34245.047995599998103,-17414.622320700000273
462,663016,965797,3.900000000000000,0,831000,{A7257E53-0F5F-4B51-B4E8-30EC8845C7CE},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34452.855759199999738,-17287.127782299998216
463,663017,965799,3.900000000000000,0,831000,{70CF5430-3F0E-4E7A-9A00-A5A39718BFB9},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34661.468191899999510,-17228.822049300000799
464,663018,965802,3.600000000000000,0,831000,{B13D4F71-0B5A-447E-9337-1BD79926E2CD},2010/4/7 0:00:00,2012/4/17 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34835.864998800003377,-17373.912696300001699
465,663019,965804,3.900000000000000,0,831000,{132928A7-F58A-487B-BDD8-C2BFB8297063},2010/4/7 0:00:00,2012/4/17 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34915.670502900000429,-17564.336274500001309
466,663020,965903,4.000000000000000,0,831000,{40BD3DDC-AF66-4379-902D-5F9A3871573A},2010/4/7 0:00:00,2012/4/17 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34696.284006100002443,-17103.052536200000759
467,663021,965905,4.000000000000000,0,831000,{D382B4D9-D78A-477A-B06E-B0961A38BA8E},2010/4/7 0:00:00,2012/4/17 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34766.818114200003038,-16967.367617399999290
468,663164,965926,3.800000000000000,0,831000,{3A50A735-0FB7-4989-B34C-0E2932D27A1F},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35545.220028999996430,-16831.899341000000277
469,663165,965940,4.000000000000000,0,831000,{E9B9109F-93FC-40DD-B915-EF214D285054},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35874.444869999999355,-17259.265089000000444
470,663166,965946,4.100000000000000,0,831000,{4F0D59B1-7684-48BE-BE25-2763F1F9EA7B},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35780.676706999998714,-17220.488979000001564
471,663167,965963,4.200000000000000,0,831000,{9E1D2836-B9DF-4F08-AFB1-9B86012DA64C},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35783.203949399998237,-17092.339476400000422
472,663168,965967,4.700000000000000,0,831000,{B1762AE5-B206-4523-99F6-0197C9F8EABB},2010/4/7 0:00:00,2012/4/25 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35048.871047699998599,-16953.380431000001408
473,663169,965973,4.000000000000000,0,831000,{06C82942-7E38-4A14-BC6A-E5CE81AD76FC},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35511.691142999996373,-17467.422112000000197
474,663288,965975,4.000000000000000,0,831000,{67F04812-2D09-4A14-B678-965AB82A47BC},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35208.914953799998329,-17582.400061899999855
475,663289,965980,4.000000000000000,0,831000,{F1C9D265-77E8-4D5B-BD43-E429F1AA137C},2010/4/7 0:00:00,2012/4/16 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35098.010337599997001,-17441.824955799998861
476,663290,965981,4.000000000000000,0,831000,{563DEA5A-12E2-4446-8537-2C72B750C345},2010/4/7 0:00:00,2012/4/16 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35250.833335199997236,-17373.443239600001107
477,663291,965984,4.000000000000000,0,831000,{647F8EDF-F242-4CA4-AFDA-987F6D9456B3},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35262.441260999999940,-17267.322694999998930
478,663292,965997,4.800000000000000,0,831000,{658365A1-E82F-4E38-BE22-553D1AC6B08E},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35337.520325700003013,-16853.047288599998865
479,663415,965998,4.700000000000000,0,831000,{FE44D539-EA7C-4353-B226-6804E79C34E8},2010/4/7 0:00:00,2012/4/16 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35327.193664099999296,-16926.981880999999703
480,663416,966003,4.000000000000000,0,831000,{85852845-E4FD-4B16-8253-86163B8E8200},2010/4/7 0:00:00,2012/4/16 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35223.352929000000586,-17037.186378800000966
481,663661,964918,4.000000000000000,0,831000,{F6B571C6-4E9C-4C4A-8E65-FC04848F7646},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35765.339165999997931,-16161.600526000000173
482,663662,964919,4.000000000000000,0,831000,{D6E65F76-8B80-410C-B292-7A6299ADA811},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35784.968682999999146,-16075.971491000000242
483,663663,964920,3.800000000000000,0,831000,{A929552B-5D01-4342-ADD9-B894895E8D17},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35845.754318500003137,-16112.586174899999605
484,663664,964926,3.800000000000000,0,831000,{AFF88607-4DDF-427A-8D33-0C00A05D5A86},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35108.258171900000889,-16372.473873599999934
485,663665,964927,3.800000000000000,0,831000,{CDBAC6F3-8AC6-4646-8808-71A8D9622550},2010/4/7 0:00:00,2012/7/30 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35118.085117100003117,-16415.782324799998605
486,663666,964928,3.800000000000000,0,831000,{552F530E-2EA1-4F8D-AE54-912EE6A6D467},2010/4/7 0:00:00,2012/7/30 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35178.489842399998452,-16506.304434000001493
487,663667,964929,3.800000000000000,0,831000,{A8FCEDDB-E012-491C-8D68-2399F955298B},2010/4/7 0:00:00,2012/7/30 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35151.836795800001710,-16482.780466200001683
488,663668,964930,3.900000000000000,0,831000,{453BA544-ABDE-428B-BCD8-7C82496922AA},2010/4/7 0:00:00,2012/7/30 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35208.260327000003599,-16563.784960600001796
489,663669,964931,4.000000000000000,0,831000,{4CFE6B41-792B-4BDA-8EF0-EFF3CECD04BD},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35149.193162099996698,-16786.573605800000223
490,663670,964932,4.000000000000000,0,831000,{13553C7C-6502-47C6-85FA-4CD86FA1F117},2010/4/7 0:00:00,2012/7/30 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35093.438964799999667,-16741.523158200001490
491,663671,964933,4.000000000000000,0,831000,{EBF9C275-5BEB-4832-9AF9-14E7F6571E4A},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35337.329224399996747,-16749.987986799998907
492,663672,964934,4.000000000000000,0,831000,{238D9A8C-ADA4-4CD1-B64F-5E25095A9280},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35263.395250499997928,-16774.827139599998191
493,663755,964935,4.000000000000000,0,831000,{DDCFAF15-11BD-4F9F-97FF-E3236224E6D8},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35250.217114500002936,-16702.446491700000479
494,663756,964936,3.900000000000000,0,831000,{820D65C0-1256-4AA3-866A-9B05BC66BFFE},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35201.926750699996774,-16612.711886599998252
495,663757,964939,3.800000000000000,0,831000,{63860686-B0B5-4236-A85B-D7A1E3F0D627},2010/4/7 0:00:00,2012/7/30 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35068.231720199997653,-16546.612277899999754
496,663758,964940,3.800000000000000,0,831000,{FB1DCD6B-EB84-4CBC-BA2A-780FA4EC2817},2010/4/7 0:00:00,2012/7/30 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35039.983867800001462,-16504.183458700001211
497,663759,965539,3.900000000000000,0,831000,{DEB2D2ED-6BDB-4E6F-8D64-703369471616},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35573.774166900002456,-16690.780689100000018
498,663760,965543,3.800000000000000,0,831000,{EAB5A4CA-1D58-4A78-9B89-D12A3854B38D},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35620.418072799999209,-16780.878251099999034
499,663761,965548,4.900000000000000,0,831000,{19EE7AAC-DD59-4942-AED7-60058466B488},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35613.852551299998595,-16348.696468599999207
500,663762,965549,4.000000000000000,0,831000,{F5FDDCAF-5211-4C8F-9DF4-3AD79DC76888},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35673.985740600001009,-16389.837817999999970
501,663763,965550,3.800000000000000,0,831000,{7288F935-DFAE-49C8-B2CC-C0D213FBEEE3},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35685.131229999999050,-16332.259255000000849
502,663764,965560,4.000000000000000,0,831000,{A403F28F-9782-41F6-9ECA-60E4771A2EA6},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35595.586694999998144,-16213.553752699999677
503,663866,965561,4.200000000000000,0,831000,{303962DF-B9E3-4150-B5CA-984006EE0FB9},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35361.208081299999321,-16046.710664500000348
504,663867,965562,4.800000000000000,0,831000,{9776ADDA-8D04-4256-9975-4580BE144AC8},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35483.217567699997744,-16057.996980399999302
505,663868,965563,4.000000000000000,0,831000,{AE21014B-8F42-4257-B6BD-67AE0A17F2BF},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35534.423518499999773,-16077.367713400000866
506,663869,965565,4.800000000000000,0,831000,{C520576A-3263-40B2-86ED-B31F8C323598},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35545.802618699999584,-16204.727050800000143
507,663870,965566,3.900000000000000,0,831000,{72E43672-5AAD-4AEC-A265-FD293E189354},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35667.817961000000651,-16172.176852000000508
508,663871,965567,3.800000000000000,0,831000,{7B485D6E-7B7A-4354-B035-CAE33CF874BC},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35594.314494999998715,-16127.481234400000176
509,663872,965568,4.100000000000000,0,831000,{23C75432-3A4F-4D4C-81AB-AD74DA70AD7B},2010/4/7 0:00:00,2012/4/14 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35691.499105000002601,-16099.054814400000396
510,663873,965569,4.000000000000000,0,831000,{BA1FAE6B-C0CA-4016-B73B-FA0B5D5A0AD1},2010/4/7 0:00:00,2012/4/14 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35297.759060199998203,-16129.885597700000289
511,663874,965576,4.000000000000000,0,831000,{B86FC428-A70B-4D4E-8DC9-EBB7F6DC7851},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35773.420253999996930,-16616.296108999998978
512,663875,965577,4.000000000000000,0,831000,{2D2F8696-76D6-4D02-8DD9-67CF4A211601},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35728.321033000000170,-16513.984689000000799
513,663876,965578,3.900000000000000,0,831000,{BED509F6-4260-4FDB-8E4F-5D11B921CA22},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35768.536833999998635,-16394.158889999998792
514,663877,965579,4.100000000000000,0,831000,{F867E6AA-EF60-4A29-8312-E8B29883D6BD},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35766.667160700002569,-16273.378030600000784
515,663878,965580,3.800000000000000,0,831000,{57211018-DBE0-42C3-A031-B8DCF48EDF03},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35961.487060999999812,-16362.748387999999977
516,663879,965582,4.000000000000000,0,831000,{0D93E5E5-3FDF-494D-93FB-CF65E693DEBD},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35850.428500000001804,-16343.677725999999893
517,663968,965585,4.100000000000000,0,831000,{2D10570C-3248-4FBA-ADF0-DE377A53D001},2010/4/7 0:00:00,2012/4/14 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35927.274509800001397,-16626.445178499998292
518,663969,965589,3.800000000000000,0,831000,{E87C7E6E-2ADC-4E35-9EF0-D552542CDB98},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35026.214161999996577,-16433.082046999999875
519,663970,965590,3.800000000000000,0,831000,{70F56202-535D-434B-932D-BB866AC86F9D},2010/4/7 0:00:00,2012/4/15 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35026.976867600002151,-16396.880079999998998
520,663971,965591,3.800000000000000,0,831000,{81DBFD8C-CD06-4A29-999B-D7BC455EF8BA},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35035.069075799998245,-16273.320177999999942
521,663972,965592,3.800000000000000,0,831000,{A9C82F24-820F-42F6-8BEB-00809B6E0549},2010/4/7 0:00:00,2012/7/12 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35035.429160899999260,-16193.201238600000579
522,663973,965594,3.800000000000000,0,831000,{DA948E6E-288C-4F11-9516-B66E1066F842},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35006.587758000001486,-16041.993854599999395
523,664622,964949,3.800000000000000,0,831000,{C71476C5-C130-4C3E-B0F6-A86ADADACE8B},2010/4/7 0:00:00,2012/4/17 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34771.363021199998911,-17253.894775000000664
524,664623,964950,3.700000000000000,0,831000,{3C308117-A1CA-4B68-8286-A329B231C66F},2010/4/7 0:00:00,2012/8/1 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34793.569371199999296,-17152.695335000000341
