FID,OBJECTID,KEY_ID,VALUE,TYPE,FEATURECOD,FEATUREGUI,EPSCREATET,EPSMODIFYT,PROJECTID,MAPSCALE,SECURITY,UPDATEREGI,UPDATETIME,YEWBH,YEWID,DESCRIPTIO,X,Y
192,403672,610509,4.390000000000000,0,839100,{5D3602AF-E1CA-495F-916D-637AB7C81AA7},2015/9/14 0:00:00,2015/9/14 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34714.189953900000546,-16078.198622300000352
193,403673,610510,6.230000000000000,0,839100,{E7D6A13C-B923-42B7-B3E4-7C2960D2EB23},2015/9/25 0:00:00,2015/9/25 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34803.428484199997911,-16154.194936100000632
194,403674,610511,5.980000000000000,0,839100,{1D2C37D8-5BB2-43E1-87AA-0BA627CEF974},2015/9/25 0:00:00,2015/9/25 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34937.548403799999505,-16365.731718700000783
195,505224,610457,4.390000000000000,0,839100,{D39E8910-DDAF-4B71-A683-2D60834BA485},2015/9/14 0:00:00,2016/10/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34566.347902599998633,-15846.768116900000678
196,507768,232300,6.450000000000000,0,839100,{3B51218A-D16D-4B7A-96C1-DDC87658F3BA},2010/4/7 0:00:00,2016/9/21 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33921.472999999998137,-16614.961999999999534
197,367099,964953,4.000000000000000,0,831000,{E40C5703-6D9D-4239-9452-A6AD3A4946FE},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34486.802000000003318,-17069.336999999999534
198,367249,964955,4.700000000000000,0,831000,{F23FC805-8C91-4380-BA11-F760A514DEDB},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34046.555999999996857,-16920.191999999999098
199,367250,964959,4.000000000000000,0,831000,{047FABE0-8447-4BC8-825A-950CEE321238},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34266.421999999998661,-17038.875000000000000
200,367251,964960,4.000000000000000,0,831000,{CCA047D1-AA05-4D47-B772-3FB00D0F5B82},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34519.739999999997963,-16958.134999999998399
201,367252,964961,4.000000000000000,0,831000,{2B74631D-D661-457D-91DD-B30177CD4387},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34549.650999999998021,-16988.966000000000349
202,367253,964963,4.000000000000000,0,831000,{4A246053-D9A5-4167-9DE2-D781901B0172},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34441.834999999999127,-16876.728999999999360
203,367254,964964,4.000000000000000,0,831000,{A6C97023-C0B4-4F7A-85C9-1C0F679A4238},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34293.296999999998661,-16890.962999999999738
204,367258,965241,3.700000000000000,0,831000,{C19D7480-1B6D-40CF-A8BC-734B9C984E14},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33984.273999999997613,-15439.472999999999956
205,367402,965245,3.800000000000000,0,831000,{ACFCCE3D-35D7-4124-88AC-A171E766629D},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33689.724999999998545,-15351.795000000000073
206,367403,965248,3.900000000000000,0,831000,{79A4CA61-8BF9-461F-B427-C9B91DBBE552},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33944.836999999999534,-15837.523999999999432
207,367404,965252,3.800000000000000,0,831000,{F7594712-7E70-494E-876E-920DB06BC349},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33956.953999999997905,-15783.311999999999898
208,367405,965257,3.900000000000000,0,831000,{23217D7D-51DC-4671-A047-188E60DB4518},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33792.069999999999709,-15665.387000000000626
209,367406,965259,4.000000000000000,0,831000,{6ED892D8-5531-41FB-B70A-2C16C47EAA70},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33975.008000000001630,-15973.924000000000888
210,367407,965267,4.100000000000000,0,831000,{96E2EF36-D481-4D53-BFF0-9A9966773DE9},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33599.211000000002969,-15658.582000000000335
211,367408,965269,3.800000000000000,0,831000,{1A7D8E96-2A1F-4210-BD7A-B5294B39E189},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33659.408000000003085,-15225.018000000000029
212,367409,965547,4.000000000000000,0,831000,{CF9343BF-0D05-4CD2-80BD-D03F055203AF},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35519.642999999996391,-16328.763999999999214
213,367560,965536,3.800000000000000,0,831000,{977A3581-1D9B-4127-89DC-2686B1666277},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34895.855999999999767,-16135.120999999999185
214,367561,965537,3.800000000000000,0,831000,{38E54C2B-2F6D-497D-8823-F418816B3A82},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34725.186000000001513,-16149.126000000000204
215,367562,965544,4.800000000000000,0,831000,{BD40EBF8-EB07-41BA-86FB-42DFA6C9C584},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35701.911999999996624,-16542.185000000001310
216,367563,965545,3.900000000000000,0,831000,{7117D21B-13A8-4EF6-9294-E707FCCE63F8},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35582.052000000003318,-16470.355999999999767
217,367565,965556,4.000000000000000,0,831000,{13AEBB3B-8383-4A74-8332-E044D9EC5AB4},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35466.385999999998603,-16503.781999999999243
218,367566,965557,3.900000000000000,0,831000,{A7E27B5B-C978-4EC6-8312-B3F7656E53C0},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35428.069999999999709,-16413.856999999999971
219,367567,965559,4.000000000000000,0,831000,{1929B423-7EFB-43BE-85AC-0CAE359D7895},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35340.160000000003492,-16224.457000000000335
220,367568,965564,4.000000000000000,0,831000,{9257CEBF-0074-425D-94AC-1842281D2D8E},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35431.286999999996624,-16132.740999999999985
221,368019,966370,3.800000000000000,0,831000,{C80CFCEB-B5F3-4EE3-82D4-7317A7AD650A},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34539.612000000000990,-17622.359000000000378
222,368021,966376,3.800000000000000,0,831000,{885BA534-A9AD-4794-B685-B07BA9D804B9},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34498.972999999998137,-17708.963999999999942
223,368964,964907,4.300000000000000,0,831000,{658FDACA-A92E-4FB4-8767-53438EDA43CF},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35344.491999999998370,-15743.605999999999767
224,369001,965044,4.100000000000000,0,831000,{3841A085-D510-49F6-8BF2-CE3086952A59},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34794.150999999998021,-15434.590000000000146
225,369006,965065,3.800000000000000,0,831000,{302ADC89-85A2-45EC-B97F-F1DA240B454F},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34274.955999999998312,-15442.986999999999171
226,369012,965078,4.000000000000000,0,831000,{E580BC83-034F-41D9-ADB3-95FA1D579EFA},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34081.394999999996799,-15950.781000000000859
227,369016,965098,4.000000000000000,0,831000,{DA64AF7B-F034-4DBD-8CBB-E323D156A9CB},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35054.442999999999302,-15243.593000000000757
228,369017,965099,4.000000000000000,0,831000,{C436755C-F89B-4E88-994C-BB2694963216},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35076.192999999999302,-15299.027000000000044
229,369018,965101,3.700000000000000,0,831000,{193F2E10-D5DF-4F26-84C5-DA9C1D0E76B7},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35286.400000000001455,-15423.477999999999156
230,369019,965102,3.800000000000000,0,831000,{04217B2B-DDF5-4606-B387-755FFAB9EFB1},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35478.336999999999534,-15426.503000000000611
231,369047,964894,4.300000000000000,0,831000,{1C85B326-5C25-44DC-8690-03125F3A14C7},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35542.053999999996449,-15669.597999999999956
232,369053,964915,4.300000000000000,0,831000,{7DEC74D8-4BEE-4E1E-84AC-321B5CF08657},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35346.156000000002678,-15935.421000000000276
233,369054,964942,3.800000000000000,0,831000,{46A857E7-BC50-4EE3-B651-029F4A722D4F},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34767.796999999998661,-17400.369999999998981
234,369055,964943,3.800000000000000,0,831000,{B541E555-89FD-49B2-BD8E-C7E63706D582},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34875.885999999998603,-17434.305000000000291
235,369056,964944,3.600000000000000,0,831000,{DA785774-5F07-475B-BCE8-4DAFB21E7435},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34802.900999999998021,-17530.323000000000320
236,369093,965040,4.100000000000000,0,831000,{98A4E8C9-35CE-4F0A-B41B-47CF29882383},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34688.203999999997905,-15258.576999999999316
237,369094,965041,4.100000000000000,0,831000,{25616969-8C2B-476F-947E-B0C506F3A5D4},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34773.169000000001688,-15231.183999999999287
238,369095,965048,3.800000000000000,0,831000,{9CE4AB50-B3F3-43A8-8B2D-BCE09128D44C},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34624.896000000000640,-15490.334999999999127
239,369096,965052,3.800000000000000,0,831000,{E4E1D728-DDC9-461B-AC76-BA574D6953AB},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34402.122999999999593,-15397.033999999999651
240,369097,965068,4.000000000000000,0,831000,{AE54B7FC-00A8-43E7-B82C-5530B45E702C},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34067.146000000000640,-15851.422000000000480
241,369098,965070,3.900000000000000,0,831000,{7E7B88CB-4E2A-4F68-BCF2-FA7668BD7032},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34283.968000000000757,-15606.254999999999200
242,369099,965072,3.800000000000000,0,831000,{74B5504A-503D-446F-9372-88F5FE3039D1},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34052.633999999998196,-15748.209000000000742
243,369100,965086,3.700000000000000,0,831000,{03BE7041-1D46-4339-BDEC-93808E97FF07},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34312.889000000002852,-15218.423000000000684
244,369106,965390,3.800000000000000,0,831000,{D48C1954-9736-45D4-83D8-F3F41A07C8C3},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33410.675999999999476,-16747.323000000000320
245,369112,965405,3.900000000000000,0,831000,{C024F849-BD2D-468F-B040-08C739EBD6A4},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33536.555000000000291,-16358.181000000000495
246,369113,965406,3.900000000000000,0,831000,{9B3C3B7B-5CBC-4098-9AE3-FE2795A59C77},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33415.277999999998428,-16395.634999999998399
247,369114,965407,4.000000000000000,0,831000,{4F532BD9-3A7C-4904-9F11-A5BB70DC6B5A},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33481.847999999998137,-16444.849999999998545
248,369115,965409,3.900000000000000,0,831000,{F6A112BB-6C6A-4FFD-A5A4-6A4B35869B7A},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33588.938999999998487,-16603.042000000001281
249,369121,965425,3.700000000000000,0,831000,{DE39A5A7-0E00-4D9B-9441-AAA65E5CED3F},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33316.675999999999476,-16046.129999999999200
250,369122,965426,4.100000000000000,0,831000,{F60E0B1B-8844-43A9-93E6-482EAA8FB9F3},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33414.455000000001746,-16086.569999999999709
251,369123,965430,4.100000000000000,0,831000,{9D3FA1D4-2235-4BDB-9B3C-A809FA7981E0},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33551.680000000000291,-16036.941999999999098
252,369127,965438,4.100000000000000,0,831000,{DDD644A8-14C3-4030-837D-A40906E45BAF},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33855.311000000001513,-16773.763999999999214
253,369128,965441,3.600000000000000,0,831000,{9332B1C0-1168-4C48-9AEE-E9B135AEA0DC},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33814.065999999998894,-16518.632000000001426
254,369129,965443,3.800000000000000,0,831000,{90E5F839-BE7A-4657-9ED3-F64F3470405F},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33739.682999999997264,-16553.715000000000146
255,369130,965457,3.900000000000000,0,831000,{CA0F4F2E-2DF7-4C59-AB25-97A31CD1FB01},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33842.196000000003551,-16292.802999999999884
256,369131,965461,3.900000000000000,0,831000,{3110135F-04AB-4DD8-9642-AF17E109E24C},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33930.889999999999418,-16672.977999999999156
257,369132,965464,3.900000000000000,0,831000,{402F0CAF-896A-480E-8B62-B7317B25526A},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33989.008999999998196,-16504.362000000000990
258,369133,965467,3.800000000000000,0,831000,{A328DE08-885B-4CEC-B91C-8546DCDB9559},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33980.599000000001979,-16407.492999999998574
259,369134,965483,3.800000000000000,0,831000,{52AE98AE-7909-4437-B856-98E3A2B44169},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34554.391000000003260,-16253.797000000000480
260,369135,965504,3.900000000000000,0,831000,{96D71CF7-00BE-45AA-9306-7D12B9C05D2E},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34104.425000000002910,-16514.175999999999476
261,369136,964946,3.600000000000000,0,831000,{3FE7EDD3-97C9-4798-BC0C-28A460AD8EB5},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34706.419999999998254,-17549.876000000000204
262,369137,964947,3.900000000000000,0,831000,{33912784-FD6F-4D90-83C5-AC500704A6EA},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34725.925999999999476,-17487.552999999999884
263,369138,964951,3.700000000000000,0,831000,{15532E36-60E2-4D6A-B78E-B9E55F45F01C},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34988.703999999997905,-17183.628000000000611
264,369140,965231,3.700000000000000,0,831000,{91957D72-4252-4955-A6BC-BBAC5C66CCDF},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33433.523999999997613,-15987.823000000000320
265,369159,965301,5.000000000000000,0,831000,{DA780EBA-CBA2-4D58-8AFB-D9CFDDCD220F},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,36057.061000000001513,-15984.111000000000786
266,369160,965583,4.000000000000000,0,831000,{99EC29A4-B39A-475F-855D-C70EFC30E072},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35971.360000000000582,-16480.897000000000844
267,369161,965584,4.000000000000000,0,831000,{5AAED898-D10D-4AED-8C01-7C5065376028},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,35950.201000000000931,-16552.406999999999243
268,369163,965393,4.000000000000000,0,831000,{A6CA0201-A2E1-46E5-9006-34C27AC7AFB9},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33436.961999999999534,-16788.001000000000204
269,369164,965396,4.000000000000000,0,831000,{0469CD5C-FD05-4CD7-9696-D20A84972D4B},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33674.521000000000640,-16713.731999999999971
270,369166,965411,3.900000000000000,0,831000,{23BC5813-A47C-455F-B93C-832B1BE3DAE0},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33674.989000000001397,-16307.103999999999360
271,369169,965416,4.000000000000000,0,831000,{9CBB1DE4-D912-4E30-BF4C-AFC8A3C27BF3},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33497.582999999998719,-16235.394000000000233
272,369170,965418,3.800000000000000,0,831000,{96D12913-144B-47BC-8160-041A0F181F4C},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33659.938000000001921,-16254.139999999999418
273,369173,965431,4.100000000000000,0,831000,{59115130-FF88-4263-8BA2-41376115E76A},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33282.624000000003434,-16132.397000000000844
274,369174,965433,4.100000000000000,0,831000,{0968FCAD-A7C5-406D-A666-90B76956C75B},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33477.849000000001979,-16181.529000000000451
275,369175,965434,4.100000000000000,0,831000,{B88A6DFB-7C28-4A0A-97DA-BE2BD89AAB65},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33594.482000000003609,-16069.790000000000873
276,369176,965435,4.100000000000000,0,831000,{18185555-456A-4EB2-BFC2-B360988B8AA2},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33611.656999999999243,-16135.414000000000669
277,369177,965436,4.000000000000000,0,831000,{D978E5B0-A516-4046-9171-DB1460F45AD5},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33632.745000000002619,-16191.871999999999389
278,369178,965437,4.000000000000000,0,831000,{1D2D50CF-F164-453F-BFE8-352290902299},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33835.427999999999884,-16730.727999999999156
279,369184,965452,4.900000000000000,0,831000,{EB488096-F9BA-42FA-B27A-C1B80DF5D039},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33721.358000000000175,-16120.273999999999432
280,369185,965453,3.900000000000000,0,831000,{4B71CFE7-A3DF-415D-93DE-B4D40E26BC2F},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33722.031999999999243,-16153.498999999999796
281,369188,965735,4.400000000000000,0,831000,{3721EF2D-3753-4684-981D-AEFD2896AEA0},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33306.845999999997730,-17283.674999999999272
282,369189,965737,4.100000000000000,0,831000,{A4542014-49BB-4F6D-A275-8DE61F0BD81A},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33322.377999999996973,-17188.197000000000116
283,369190,965769,4.100000000000000,0,831000,{520A5972-082F-4812-A783-E949A57A4842},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33628.379999999997381,-16849.529999999998836
284,369191,965774,3.900000000000000,0,831000,{C6981FE4-F368-46AB-9265-D77FE10EF74F},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33923.046999999998661,-16965.930000000000291
285,369192,965776,3.900000000000000,0,831000,{38B727F4-AAE7-46B6-85ED-C30A4130D32E},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,33894.118999999998778,-16871.287000000000262
286,369193,965508,3.800000000000000,0,831000,{25247BD7-8586-47BA-8279-1075CA61334D},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34217.902000000001863,-16376.352000000000771
287,369194,965509,3.900000000000000,0,831000,{6E45BF0E-EE2D-4BDD-BEDA-BF4F90B0313A},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34415.000000000000000,-16305.192999999999302
288,369195,965785,3.900000000000000,0,831000,{DE710481-B740-472E-B2A9-E2413394233E},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34013.671000000002095,-17031.695999999999913
289,369196,965787,3.900000000000000,0,831000,{02C41B62-2C06-430E-B527-09A1683C08EA},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34584.730000000003201,-17528.824000000000524
290,369197,965794,4.000000000000000,0,831000,{1071EDBD-ABBB-4182-9C05-D6DD244C7D07},2010/4/7 0:00:00,2010/4/26 0:00:00, ,2000,0,{00000000-0000-0000-0000-000000000000},1899/12/30 0:00:00, ,0, ,34279.171999999998661,-17231.466000000000349
